0,2.971878,2.4210329055786133

1000,2.924601,4.0652360916137695

2000,2.9491131,3.5646097660064697

3000,2.9441533,1.9561266899108887

0,2.9505038,2.574523687362671

1000,2.9834347,2.8204030990600586

0,2.943033,2.351001262664795

1000,2.9135754,2.728992462158203

2000,2.9150262,2.3254287242889404

3000,2.8828032,2.48382568359375

4000,2.8693907,2.325813055038452

5000,2.814041,1.9265270233154297

6000,2.8228416,1.7374377250671387

7000,2.7936049,2.5223662853240967

8000,2.770504,2.2750205993652344

9000,2.841863,3.229950189590454

10000,2.7895048,2.237015724182129

11000,2.8726845,1.9539705514907837

12000,2.7751627,2.1730570793151855

13000,2.693618,2.07218074798584

14000,2.7622638,2.4972338676452637

15000,2.7363667,2.3831140995025635

16000,2.7981062,1.756191372871399

17000,2.782741,2.8366751670837402

18000,2.693776,3.1747939586639404

19000,2.7556996,2.675508975982666

20000,2.6062894,2.903359889984131

21000,2.639469,2.3225438594818115

22000,2.6339383,2.9169907569885254

23000,2.6544003,2.251364231109619

24000,2.600716,3.5094408988952637

25000,2.6122515,2.3744285106658936

26000,2.631451,2.388482093811035

27000,2.6452212,2.124481678009033

28000,2.6034148,2.499802589416504

29000,2.5554986,2.4159414768218994

30000,2.5893805,1.6785807609558105

31000,2.5490005,2.748657464981079

32000,2.5391617,2.236431360244751

33000,2.530528,2.5473875999450684

34000,2.532868,1.8904290199279785

35000,2.537204,3.7063286304473877

36000,2.5612903,2.8921046257019043

0,2.4764013,2.596090316772461

1000,2.489614,1.83229398727417

0,2.461541,1.9625922441482544

1000,2.5364513,2.4915409088134766

2000,2.4743228,1.7707643508911133

3000,2.5086243,4.765120506286621

0,2.4885578,2.213001251220703

1000,2.5281718,2.827756643295288

2000,2.552205,2.9602646827697754
0,2.525894,1.3392654657363892
1000,2.4712067,1.74800443649292
2000,2.4158847,1.9603418111801147
3000,2.399637,1.2844562530517578
4000,2.462457,4.351408958435059
5000,2.423343,2.3069119453430176
6000,2.4931338,1.72975492477417
7000,2.3999188,1.8586136102676392
8000,2.4292977,2.0093562602996826
9000,2.4573429,2.177781343460083
10000,2.4818532,1.6459771394729614
11000,2.406383,5.873551368713379
12000,2.3933747,2.2068331241607666
13000,2.3559723,2.124608278274536
14000,2.4098594,2.960918426513672
15000,2.451736,1.8578197956085205
16000,2.3945198,1.4228614568710327
17000,2.3821099,1.8422346115112305
18000,2.3734894,2.716552734375
19000,2.3738465,2.4230797290802
20000,2.3792937,2.796229600906372
21000,2.321662,1.7668213844299316
22000,2.3946085,1.7468883991241455
23000,2.344616,2.745861053466797
24000,2.3809576,2.1941537857055664
25000,2.361038,1.9581949710845947
26000,2.3435612,2.2287840843200684
27000,2.3293562,1.5737452507019043
28000,2.3361712,1.9199411869049072
29000,2.5584648,2.1877171993255615
30000,2.3603957,1.542558193206787
0,2.3634458,2.947415351867676
0,2.3529863,2.006783962249756
1000,2.3440545,1.6288678646087646
0,2.313395,2.196181535720825
1000,2.2995384,2.0511932373046875
2000,2.312815,1.5328118801116943
3000,2.29894,2.685866117477417
4000,2.3318222,2.9233055114746094
5000,2.3680685,1.5439529418945312
6000,2.340365,1.5293477773666382
7000,2.282786,2.322923183441162
8000,2.2854857,1.464484453201294
9000,2.2682388,3.138519287109375
10000,2.273243,3.2426114082336426
11000,2.2767375,1.9847170114517212
12000,2.2921987,1.6892142295837402
13000,2.2301588,1.7414326667785645
0,2.2250886,1.089587688446045
1000,2.2774372,1.8502349853515625
2000,2.2917945,1.7598838806152344
3000,2.2831054,2.262159585952759
4000,2.2619328,2.6767258644104004
5000,2.234903,1.6865131855010986
6000,2.2478902,2.462221622467041
7000,2.2818854,2.5797533988952637
8000,2.2104821,1.6069748401641846
9000,2.2560544,1.9998645782470703
10000,2.2626836,2.117799758911133
11000,2.229794,1.9571479558944702
12000,2.2691166,1.7040172815322876
13000,2.1872513,2.173002004623413
14000,2.2051973,1.4968559741973877
15000,2.2261586,1.6130635738372803
16000,2.2123754,1.6845169067382812
17000,2.1963978,1.5850727558135986
18000,2.2553675,2.2205138206481934
19000,2.2018516,2.5797312259674072
20000,2.1915033,2.1185522079467773
21000,2.2193987,1.1655242443084717
22000,2.1840324,2.5567309856414795
23000,2.1925237,1.8586817979812622
24000,2.1806731,2.430769681930542
25000,2.1974802,1.225421667098999
26000,2.1740835,1.881998062133789
27000,2.217802,2.3775534629821777
28000,2.178148,1.5557668209075928
29000,2.180308,2.3240528106689453
30000,2.1864464,2.8718514442443848
31000,2.2652044,1.6527104377746582
32000,2.214367,2.7172372341156006
33000,2.190782,2.8019280433654785
34000,2.205944,4.179452896118164
35000,2.1989918,3.146111249923706
36000,2.1593378,1.6396503448486328
37000,2.2188942,3.4782309532165527
38000,2.1449487,0.887129008769989
39000,2.2104735,3.9134483337402344
40000,2.1524909,2.120307445526123
41000,2.2566884,1.948129653930664
42000,2.154623,6.17100191116333
43000,2.151353,2.1918697357177734
44000,2.1929224,2.7171735763549805
45000,2.1538398,3.0286974906921387
46000,2.163927,2.4899346828460693
47000,2.2222776,1.8356573581695557
0,2.2269466,6.897302150726318
1000,2.145128,2.5097665786743164
2000,2.123866,3.578908920288086
3000,2.1269712,3.2440361976623535
4000,2.1179852,1.8400237560272217
5000,2.117583,1.544602870941162
6000,2.1198375,1.608516812324524
7000,2.1085632,2.1918914318084717
8000,2.1249492,1.7167409658432007
9000,2.1162694,3.630068778991699
10000,2.1132429,2.733081102371216
11000,2.105714,1.300668716430664
12000,2.110198,1.99074387550354
13000,2.0951738,2.157834529876709
14000,2.1049135,1.6279051303863525
15000,2.092394,2.280771255493164
16000,2.0918624,3.424131393432617
17000,2.0869896,1.1540966033935547
18000,2.096364,2.0114753246307373
19000,2.0841315,2.2273664474487305
20000,2.0799694,1.3960347175598145
21000,2.0878136,1.5925511121749878
0,2.0870295,1.3121159076690674
1000,2.080559,1.7599551677703857
2000,2.081671,2.537292957305908
3000,2.0926278,1.9469910860061646
4000,2.0927093,1.825817346572876
5000,2.0854576,1.940577745437622
6000,2.0795732,1.2556216716766357
7000,2.0747945,3.0078842639923096
8000,2.0844688,1.9380412101745605
9000,2.07429,2.252631664276123
10000,2.073632,1.983726978302002
11000,2.0730317,4.088963508605957
12000,2.0763,1.509964942932129
13000,2.0699012,1.8568803071975708
14000,2.0703678,1.3748201131820679
15000,2.0759206,2.26053524017334
16000,2.0688958,1.376197338104248
17000,2.0742986,1.7708959579467773
18000,2.0806072,0.8807591199874878
19000,2.058312,2.252178192138672
20000,2.0578892,8.28610610961914
21000,2.0623436,3.1566455364227295
22000,2.0697715,1.1417299509048462
23000,2.0537612,1.5390374660491943
24000,2.0647647,2.273280143737793
25000,2.0669198,1.0150394439697266
26000,2.061567,1.706369161605835
27000,2.059781,2.0685036182403564
28000,2.0669804,1.6099331378936768
29000,2.05315,1.8052260875701904
30000,2.0662405,5.539975166320801
31000,2.0505111,2.0169644355773926
32000,2.0538168,1.4865890741348267
33000,2.0434022,2.5428273677825928
34000,2.06025,1.1052525043487549
35000,2.05731,1.6637578010559082
36000,2.0595934,2.333798408508301
37000,2.0514634,1.1573972702026367
38000,2.047909,1.6863229274749756
39000,2.0609527,1.3457494974136353
40000,2.0590174,2.043682098388672
41000,2.0483716,1.7302639484405518
42000,2.0489407,1.4287950992584229
43000,2.034757,1.6602147817611694
44000,2.0514429,2.025085210800171
45000,2.0475888,1.7744560241699219
46000,2.052366,1.7071211338043213
47000,2.0439236,1.9991453886032104
48000,2.0436401,1.2271056175231934
49000,2.041468,1.4526270627975464
50000,2.0525706,1.906217336654663
51000,2.0400164,2.7414939403533936
52000,2.037341,2.695789337158203
53000,2.0494108,1.9524250030517578
54000,2.044571,3.4626352787017822
55000,2.051188,1.9185974597930908
56000,2.0406008,2.4034814834594727
57000,2.0432725,2.3400826454162598
58000,2.0430684,1.5179791450500488
59000,2.036992,1.2673654556274414
60000,2.0332975,2.5112557411193848
61000,2.046746,1.4673285484313965
62000,2.03655,2.5789554119110107
63000,2.0491745,1.3188374042510986
64000,2.0384126,3.6355865001678467
65000,2.0397112,2.1513571739196777
66000,2.0434666,3.9895670413970947
67000,2.0386202,1.866133689880371
68000,2.037384,1.8796504735946655
69000,2.0236232,1.727808952331543
70000,2.0309918,2.2355422973632812
71000,2.0310054,1.5987825393676758
72000,2.035855,1.615216851234436
73000,2.0216765,2.9918336868286133
74000,2.0218594,1.1660674810409546
75000,2.0323253,2.029506206512451
76000,2.0328536,1.1027015447616577
77000,2.0424907,1.4443477392196655
78000,2.02948,1.2710648775100708
79000,2.0191495,2.1197476387023926
80000,2.0176857,3.7094099521636963
81000,2.0250783,2.182182788848877
82000,2.018175,1.8582310676574707
83000,2.0300775,1.6182599067687988
84000,2.0309298,1.9459915161132812
85000,2.0260656,1.801339864730835
86000,2.0350583,1.8073782920837402
87000,2.0238738,1.6021713018417358
88000,2.0106564,1.8767316341400146
89000,2.0240157,3.007551908493042
90000,2.0195987,1.5621719360351562
91000,2.026416,1.3889182806015015
92000,2.0326087,4.091136932373047
93000,2.0181367,1.6278717517852783
94000,2.0131161,3.8194313049316406
95000,2.0212595,1.1470668315887451
96000,2.0165703,2.7622599601745605
97000,2.0221908,1.938718557357788
98000,2.0123317,1.8833670616149902
99000,2.0067208,6.275576591491699
100000,2.012706,1.670820951461792
101000,2.014042,3.3292455673217773
102000,2.0092313,1.9839227199554443
103000,2.0134764,1.4429469108581543
0,2.0372107,2.5733914375305176
1000,2.030483,2.4315006732940674
2000,2.0329065,2.0562453269958496
3000,2.0368109,3.139488697052002
4000,2.0536525,1.7895538806915283
5000,2.0486813,2.1667606830596924
6000,2.0426726,1.8051040172576904
7000,2.0473835,4.154123783111572
8000,2.0317833,1.046154260635376
9000,2.0395603,2.7990264892578125
10000,2.0266507,1.1762256622314453
11000,2.0353813,1.5788581371307373
12000,2.0361419,1.6656174659729004
13000,2.0401735,1.4188921451568604
14000,2.0324523,1.6163654327392578
15000,2.0373929,1.9035248756408691
16000,2.0329902,2.1256937980651855
17000,2.034743,2.235605239868164
18000,2.0321696,1.366897463798523
19000,2.0268352,1.5372811555862427
20000,2.0309324,2.133331775665283
21000,2.0363235,1.3010482788085938
22000,2.026817,2.00441312789917
23000,2.0297587,3.0994434356689453
24000,2.030624,1.2580225467681885
25000,2.031487,1.101938247680664
26000,2.0293036,2.0556604862213135
27000,2.0240562,3.22267484664917
28000,2.0253928,1.8252251148223877
29000,2.0303128,4.107726573944092
30000,2.03395,1.3724042177200317
31000,2.0305018,1.6616994142532349
32000,2.0263789,2.254361629486084
33000,2.0356228,1.855294942855835
34000,2.0295324,1.5654866695404053
35000,2.0277753,1.6926636695861816
36000,2.034042,1.9124207496643066
37000,2.0319674,1.3353862762451172
38000,2.0305488,1.780530333518982
39000,2.0349042,1.013005018234253
40000,2.0295196,2.3246212005615234
41000,2.0254803,1.0143907070159912
0,2.022803,1.7879533767700195
1000,1.7477119,2.5972447395324707
2000,1.7226927,1.2472939491271973
3000,1.7154434,2.0113937854766846
4000,1.7078705,1.580999493598938
5000,1.7027055,2.4141364097595215
6000,1.6996832,1.5545051097869873
7000,1.6973271,1.7663378715515137
8000,1.6943368,1.9254693984985352
9000,1.6932434,1.4046781063079834
10000,1.6908824,1.914289951324463
11000,1.6895685,1.6478630304336548
12000,1.6859318,1.924323320388794
13000,1.6840752,2.2090070247650146
14000,1.6851424,1.398202657699585
15000,1.6814344,2.0627052783966064
16000,1.6788144,2.3356645107269287
17000,1.6768392,1.9543286561965942
18000,1.6757064,1.6339588165283203
19000,1.6747153,1.8543095588684082
20000,1.6738511,1.7005648612976074
21000,1.6716967,1.4656964540481567
22000,1.6714654,1.6056785583496094
23000,1.6698121,1.6884124279022217
24000,1.6670427,1.7639193534851074
25000,1.666349,1.9732455015182495
26000,1.6672069,2.0005407333374023
27000,1.6657155,1.9315032958984375
28000,1.6631316,2.0022330284118652
29000,1.6623064,1.458052396774292
30000,1.661328,1.9449586868286133
31000,1.6603961,2.0951790809631348
32000,1.659035,1.283151388168335
33000,1.657382,2.0040841102600098
34000,1.6571425,1.712473750114441
35000,1.6558734,2.0174400806427
36000,1.6540216,1.1529195308685303
37000,1.6525373,1.596238136291504
0,1.6373422,1.9059956073760986
1000,1.6359364,1.778309941291809
2000,1.6352887,1.7223069667816162
3000,1.6343461,1.1622724533081055
4000,1.6330551,1.4542160034179688
5000,1.6318994,2.08976674079895
6000,1.6320512,1.4763094186782837
7000,1.6329232,1.9865076541900635
8000,1.6295098,1.2273526191711426
9000,1.6291366,1.8491878509521484
10000,1.6280437,2.131117343902588
11000,1.626538,1.7677159309387207
12000,1.6276119,1.5294228792190552
13000,1.6273223,1.8358154296875
14000,1.6254426,2.1323401927948
0,2.347036,1.9682632684707642
1000,3.0623584,2.9175267219543457
0,1.6124226,1.6538794040679932
1000,1.6551079,1.8058319091796875
0,1.631104,2.024057388305664
1000,1.6305971,1.495168924331665
2000,1.630258,2.037097454071045
3000,1.6289757,1.831022024154663
4000,1.6272606,1.8057960271835327
5000,1.6273923,1.2202420234680176
0,1.6341075,1.5044307708740234
1000,1.6333991,1.4854357242584229
2000,1.6328222,1.6422109603881836
3000,1.6317147,1.59073805809021
4000,1.6307474,1.3612618446350098
5000,1.6299081,1.150312066078186
6000,1.6301163,1.9885234832763672
7000,1.6287056,1.0816943645477295
8000,1.6292437,1.6484524011611938
9000,1.6270586,2.190321683883667
10000,1.6266674,1.8589255809783936
11000,1.6247308,1.3663063049316406
12000,1.6240983,2.3165743350982666
13000,1.6228949,2.1135125160217285
14000,1.6217028,1.754530668258667
15000,1.6218228,1.749161720275879
16000,1.6210325,1.9977563619613647
17000,1.6195197,1.8516831398010254
18000,1.6196778,1.604315996170044
19000,1.6184634,1.6060266494750977
20000,1.6194879,1.711693286895752
21000,1.6186998,2.373342514038086
22000,1.6166868,1.5500004291534424
23000,1.6167122,1.9169280529022217
24000,1.6145617,1.5942097902297974
25000,1.6134187,1.7040774822235107
26000,1.6131827,1.765838384628296
27000,1.6141088,1.480118751525879
0,1.5686707,0.0
1000,1.5683997,1.2320183515548706
2000,1.567584,1.6515657901763916
3000,1.5648389,1.895344853401184
4000,1.5646609,1.4438912868499756
5000,1.5647305,1.9397075176239014
6000,1.5630128,1.8803731203079224
7000,1.5629027,1.5323377847671509
8000,1.5625681,1.3710780143737793
9000,1.5623378,1.4851922988891602
10000,1.5604578,1.9388868808746338
11000,1.560293,1.6234780550003052
12000,1.5603795,1.5995457172393799
13000,1.5602909,1.5088496208190918
14000,1.559825,1.372406005859375
15000,1.5582469,1.7326096296310425
16000,1.5562837,1.396734595298767
17000,1.5570986,1.617319107055664
0,1.5745474,2.246879816055298
1000,1.5742096,2.6218204498291016
2000,1.572674,1.4866427183151245
3000,1.5727293,2.2075259685516357
4000,1.5716612,1.0943996906280518
5000,1.5713363,1.2756009101867676
0,1.5360796,2.168196439743042
1000,1.537777,1.9704538583755493
2000,1.5352575,1.8224174976348877
3000,1.5349083,1.5495778322219849
4000,1.5344113,1.9977096319198608
5000,1.5344819,1.6633588075637817
0,1.5558444,2.104475259780884
1000,1.5548825,2.1912407875061035
2000,1.5546672,1.4920997619628906
3000,1.5533056,1.9800872802734375
4000,1.5543171,2.09268856048584
5000,1.5539147,1.5145752429962158
6000,1.5520504,1.560963749885559
7000,1.550704,1.558166265487671
